legacy_name,legacy_namespace,legacy_entry_va,legacy_entry_rva,legacy_signature,redux_current_name,redux_entry_va,redux_entry_rva,redux_signature,score,next_score,margin,confidence,methods,redux_static_prologue,legacy_body_size,redux_body_size,shared_strings,shared_constants,string_score,constant_score,identifier_score,shingle_score,body_size_score,text_size_score,legacy_decomp,redux_decomp,bsim_agreement,combined_confidence,bsim_redux_rva,bsim_redux_va,bsim_target_name,bsim_similarity,bsim_significance,bsim_rank2_rva,bsim_rank2_similarity,bsim_target_fanin
new_localvar,Global,0x005c3695,,,FUN_0083abae,,0x43abae,,0.7273,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x43abae,0x83abae,FUN_0083abae,0.7273,25.78,,,0
Match_Resources,Scheduler,0x0051b241,,,FUN_006a7900,,0x2a7900,,0.5916,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x2a7900,0x6a7900,FUN_006a7900,0.5916,25.76,0x2a70b0,0.5155,0
luaK_self,Global,0x005c673d,,,FUN_0083cd68,,0x43cd68,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x43cd68,0x83cd68,FUN_0083cd68,1.0000,25.75,,,1
ipairsaux,Global,0x005c2b44,,,FUN_0083432e,,0x43432e,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x43432e,0x83432e,FUN_0083432e,1.0000,25.69,,,1
Compute_Matching_Value,Escort_Goal,0x0050ec07,,,FUN_006975e0,,0x2975e0,,0.5038,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x2975e0,0x6975e0,FUN_006975e0,0.5038,25.68,,,0
Save,FindSendPoints,0x005167ba,,,FUN_005b4f40,,0x1b4f40,,0.5386,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1b4f40,0x5b4f40,FUN_005b4f40,0.5386,25.66,0x5c2a0,0.5515,0
freereg,Global,0x005c5d1c,,,FUN_0083c3cb,,0x43c3cb,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x43c3cb,0x83c3cb,FUN_0083c3cb,1.0000,25.66,,,1
luaL_checkinteger,Global,0x005b7792,,,FUN_0082ba1c,,0x42ba1c,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x42ba1c,0x82ba1c,FUN_0082ba1c,1.0000,25.65,0x42ba89,0.5855,1
PackHandle,Global,0x0041911c,,,FUN_00505410,,0x105410,,0.6534,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x105410,0x505410,FUN_00505410,0.6534,25.64,,,0
VolumeBump,Global,0x004810cd,,,FUN_0043b4a0,,0x3b4a0,,0.7545,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3b4a0,0x43b4a0,FUN_0043b4a0,0.7545,25.64,,,0
GetCameraMatrix,OverView,0x004d31cf,,,FUN_00588a40,,0x188a40,,0.5336,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x188a40,0x588a40,FUN_00588a40,0.5336,25.63,,,0
close_state,Global,0x005b7be5,,,FUN_0082d56c,,0x42d56c,,0.7377,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x42d56c,0x82d56c,FUN_0082d56c,0.7377,25.62,,,0
AIBuild_TeamInit,Global,0x0050cebc,,,FUN_00692fe0,,0x292fe0,,0.5562,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x292fe0,0x692fe0,FUN_00692fe0,0.5562,25.58,,,0
block_follow,Global,0x005c4810,,,FUN_00839963,,0x439963,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x439963,0x839963,FUN_00839963,1.0000,25.55,0x43c95a,0.5173,1
Get,ParameterDB,0x004a3374,,,FUN_00589a10,,0x189a10,,0.6112,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x189a10,0x589a10,FUN_00589a10,0.6112,25.53,,,0
GetODFBool,Global,0x00419910,,,FUN_005064d0,,0x1064d0,,0.5280,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1064d0,0x5064d0,FUN_005064d0,0.5280,25.47,,,0
SetTransform,GameObject,0x0044c929,,,FUN_0056d6a0,,0x16d6a0,,0.8851,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x16d6a0,0x56d6a0,FUN_0056d6a0,0.8851,25.45,0x2b3480,0.5844,0
GetConstructionMatrix,ConstructionRig,0x00485425,,,FUN_0067a800,,0x27a800,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x27a800,0x67a800,FUN_0067a800,1.0000,25.42,0x3efe70,0.9284,1
obj_find_class,Global,0x004ecd45,,,FUN_0062e250,,0x22e250,,0.6930,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x22e250,0x62e250,FUN_0062e250,0.6930,25.42,0xd9ca0,0.5300,0
Set_Camera_to_Target,Global,0x0056d834,,,FUN_00821c50,,0x421c50,,0.5606,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x421c50,0x821c50,FUN_00821c50,0.5606,25.29,,,0
getjumpcontrol,Global,0x005c5b5b,,,FUN_0083c410,,0x43c410,,0.7666,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x43c410,0x83c410,FUN_0083c410,0.7666,25.29,,,0
Dropoff,Global,0x0046007d,,,FUN_005cc2e0,,0x1cc2e0,,0.5866,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1cc2e0,0x5cc2e0,FUN_005cc2e0,0.5866,25.24,,,0
ll_loadlib,Global,0x005c1bce,,,FUN_0083784f,,0x43784f,,0.7021,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x43784f,0x83784f,FUN_0083784f,0.7021,25.22,,,0
GetODFInt,Global,0x004199be,,,FUN_005065d0,,0x1065d0,,0.6375,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1065d0,0x5065d0,FUN_005065d0,0.6375,25.14,0x1066a0,0.5995,0
Squad_Send_Rapid_Base_Defense,Global,0x00516b08,,,FUN_006a4ed0,,0x2a4ed0,,0.6031,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x2a4ed0,0x6a4ed0,FUN_006a4ed0,0.6031,25.11,,,0
in_assign,Global,0x00548411,,,FUN_004ce120,,0xce120,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0xce120,0x4ce120,FUN_004ce120,1.0000,25.11,,,1
luaL_newmetatable,Global,0x005b6d60,,,FUN_0082c058,,0x42c058,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x42c058,0x82c058,FUN_0082c058,1.0000,25.11,,,1
WorldLine,Global,0x0044e3a0,,,FUN_0058bce0,,0x18bce0,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x18bce0,0x58bce0,FUN_0058bce0,1.0000,25.09,0x18bd70,1.0000,3
WorldRect,Global,0x0044e40a,,,FUN_0058bce0,,0x18bce0,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x18bce0,0x58bce0,FUN_0058bce0,1.0000,25.09,0x18bd70,1.0000,3
WorldRectOutline,Global,0x0044e474,,,FUN_0058bce0,,0x18bce0,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x18bce0,0x58bce0,FUN_0058bce0,1.0000,25.09,0x18bd70,1.0000,3
_allshr,Global,0x005c7650,,,__aullshr,,0x4445a0,,0.6593,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x4445a0,0x8445a0,__aullshr,0.6593,25.02,0x444490,0.5143,0
ClearScrapAround,Global,0x0046189d,,,FUN_005cab80,,0x1cab80,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x1cab80,0x5cab80,FUN_005cab80,1.0000,24.99,0x1c9ec0,0.7009,1
find_obj_damage,Global,0x0052513d,,,FUN_00824710,,0x424710,,0.5086,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x424710,0x824710,FUN_00824710,0.5086,24.97,,,0
Explode,Scavenger,0x004ae7c8,,,FUN_005c2af0,,0x1c2af0,,0.5067,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1c2af0,0x5c2af0,FUN_005c2af0,0.5067,24.92,,,0
UpdateSlab,Global,0x0044f140,,,FUN_00591470,,0x191470,,0.5338,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x191470,0x591470,FUN_00591470,0.5338,24.87,,,0
isnumeral,Global,0x005c5ada,,,FUN_0083c468,,0x43c468,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x43c468,0x83c468,FUN_0083c468,1.0000,24.87,0x373bd0,0.5254,1
set_flags_in_subtree,Global,0x004eca3e,,,FUN_0062dd80,,0x22dd80,,0.9720,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x22dd80,0x62dd80,FUN_0062dd80,0.9720,24.80,0x22e710,0.7936,1
Save,UnitProcess,0x00468a7e,,,FUN_004cdb40,,0xcdb40,,0.5133,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0xcdb40,0x4cdb40,FUN_004cdb40,0.5133,24.77,0x1aff90,0.5059,0
Load,ControlPanel,0x004c3dfa,,,FUN_004a73a0,,0xa73a0,,0.8781,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0xa73a0,0x4a73a0,FUN_004a73a0,0.8781,24.76,0x78040,0.6072,0
kname,Global,0x005ba417,,,FUN_0082ddb5,,0x42ddb5,,0.7917,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x42ddb5,0x82ddb5,FUN_0082ddb5,0.7917,24.75,,,0
"_Push_heap<ScorePlayer_*_*,int,ScorePlayer_*,king_comp>",std,0x004e3ffe,,,FUN_00629bf0,,0x229bf0,,0.5707,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x229bf0,0x629bf0,FUN_00629bf0,0.5707,24.73,0xd8e40,0.5707,0
luaV_tonumber,Global,0x005baa25,,,FUN_0083332e,,0x43332e,,0.7225,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x43332e,0x83332e,FUN_0083332e,0.7225,24.72,,,0
SetHardpoint,Carrier,0x0047e875,,,FUN_00472420,,0x72420,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x72420,0x472420,FUN_00472420,1.0000,24.69,,,1
luaF_freeupval,Global,0x005bd007,,,FUN_0082fae9,,0x42fae9,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x42fae9,0x82fae9,FUN_0082fae9,1.0000,24.64,,,1
PreLoad,Reticle,0x004d886a,,,FUN_005ba190,,0x1ba190,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x1ba190,0x5ba190,FUN_005ba190,1.0000,24.62,0x9c390,0.7430,2
Init,ScrapGauge,0x004d9c4c,,,FUN_005ba190,,0x1ba190,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x1ba190,0x5ba190,FUN_005ba190,1.0000,24.62,0x9c390,0.7430,2
getbinopr,Global,0x005c46ac,,,FUN_0083a71a,,0x43a71a,,0.7311,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x43a71a,0x83a71a,FUN_0083a71a,0.7311,24.61,,,0
DoPatrol,UnitProcess,0x004690fc,,,FUN_005fb840,,0x1fb840,,0.5406,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1fb840,0x5fb840,FUN_005fb840,0.5406,24.57,0x213d70,0.5406,0
DoUState1,WingmanProcess,0x00470287,,,FUN_005fb840,,0x1fb840,,0.5406,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1fb840,0x5fb840,FUN_005fb840,0.5406,24.57,0x213d70,0.5406,0
remove_tree,Global,0x004ec681,,,FUN_0062d150,,0x22d150,,0.5975,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x22d150,0x62d150,FUN_0062d150,0.5975,24.56,,,0
currentline,Global,0x005b9bc2,,,FUN_0082da9d,,0x42da9d,,0.7382,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x42da9d,0x82da9d,FUN_0082da9d,0.7382,24.56,,,0
luaO_rawequalObj,Global,0x005b7e9e,,,FUN_0082eafa,,0x42eafa,,0.6641,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x42eafa,0x82eafa,FUN_0082eafa,0.6641,24.53,,,0
lua_getupvalue,Global,0x005b6c0d,,,FUN_0082c907,,0x42c907,,0.6829,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x42c907,0x82c907,FUN_0082c907,0.6829,24.47,,,0
GetClassLabel,Global,0x0041b9f1,,,FUN_00500280,,0x100280,,0.7427,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x100280,0x500280,FUN_00500280,0.7427,24.43,0x1002e0,0.7427,0
GetClassId,Global,0x0041ba25,,,FUN_00500280,,0x100280,,0.7427,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x100280,0x500280,FUN_00500280,0.7427,24.43,0x1002e0,0.7427,0
AddSignedToBitfield,Global,0x004e2eaf,,,FUN_00625310,,0x225310,,0.8045,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x225310,0x625310,FUN_00625310,0.8045,24.38,,,0
HandlePauseKeyInput,Global,0x0054f38b,,,FUN_008210b0,,0x4210b0,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x4210b0,0x8210b0,FUN_008210b0,1.0000,24.37,,,1
init_vehicle,Global,0x004ee1bd,,,FUN_0062f5c0,,0x22f5c0,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x22f5c0,0x62f5c0,FUN_0062f5c0,1.0000,24.35,0x1757d0,0.5027,1
__SEH_prolog4,Global,0x005c7028,,,__EH_prolog3_catch,,0x43f67a,,0.8930,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x43f67a,0x83f67a,__EH_prolog3_catch,0.8930,24.35,0x43f170,0.8930,0
luaH_getnum,Global,0x005bc672,,,FUN_00830ecf,,0x430ecf,,0.5344,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x430ecf,0x830ecf,FUN_00830ecf,0.5344,24.31,,,0
SetCommand,Global,0x0045fc27,,,FUN_005cb790,,0x1cb790,,0.7658,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1cb790,0x5cb790,FUN_005cb790,0.7658,24.28,0x1cc5f0,0.6169,0
FindHardpoint,Global,0x004950ac,,,FUN_004d9ca0,,0xd9ca0,,0.6183,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0xd9ca0,0x4d9ca0,FUN_004d9ca0,0.6183,24.28,,,0
FindHardpoint,Global,0x004aa4b1,,,FUN_004d9ca0,,0xd9ca0,,0.6183,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0xd9ca0,0x4d9ca0,FUN_004d9ca0,0.6183,24.28,,,0
MCGetItemSize,Global,0x00483986,,,FUN_00481a80,,0x81a80,,0.6262,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x81a80,0x481a80,FUN_00481a80,0.6262,24.25,,,0
PostLoad,TurretTankProcess,0x004672d4,,,FUN_005f6d90,,0x1f6d90,,0.7752,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1f6d90,0x5f6d90,FUN_005f6d90,0.7752,24.16,0x1f6b50,0.7228,0
InsideRect,Global,0x004c3c22,,,FUN_0049f100,,0x9f100,,0.7690,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9f100,0x49f100,FUN_0049f100,0.7690,24.15,,,0
IsWithinRect,Global,0x0054d98f,,,FUN_0049f100,,0x9f100,,0.7690,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9f100,0x49f100,FUN_0049f100,0.7690,24.15,,,0
luaV_lessthan,Global,0x005bb005,,,FUN_00831eb4,,0x431eb4,,0.5326,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x431eb4,0x831eb4,FUN_00831eb4,0.5326,24.12,0x4331b4,0.5180,0
Rotate_Sunlight,Global,0x004f8a37,,,FUN_0068a150,,0x28a150,,0.5383,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x28a150,0x68a150,FUN_0068a150,0.5383,24.11,,,0
luaL_addstring,Global,0x005b7044,,,FUN_0082b858,,0x42b858,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x42b858,0x82b858,FUN_0082b858,1.0000,24.10,0x307f0,0.7602,1
Ally,Global,0x0045dd9c,,,FUN_005c9470,,0x1c9470,,0.8595,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x1c9470,0x5c9470,FUN_005c9470,0.8595,24.07,0x1c94d0,0.8595,0
UnAlly,Global,0x0045dddf,,,FUN_005c9470,,0x1c9470,,0.8595,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x1c9470,0x5c9470,FUN_005c9470,0.8595,24.07,0x1c94d0,0.8595,0
IParse_Trash_Field_Definitions,Global,0x00512634,,,FUN_0069c420,,0x29c420,,0.9790,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x29c420,0x69c420,FUN_0069c420,0.9790,24.04,0x29c3c0,0.7174,1
Compute_Needed_Troop_Flow,Escort_Goal,0x0050ebe0,,,FUN_00697580,,0x297580,,0.8062,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x297580,0x697580,FUN_00697580,0.8062,23.98,0x284c10,0.5699,0
IsMine,Global,0x00404873,,,FUN_004631d0,,0x631d0,,0.6284,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x631d0,0x4631d0,FUN_004631d0,0.6284,23.94,,,0
StartCB,Global,0x0047174e,,,FUN_0043d460,,0x3d460,,0.6510,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3d460,0x43d460,FUN_0043d460,0.6510,23.91,,,0
EnemyP,Team,0x004b1cde,,,FUN_005e1350,,0x1e1350,,0.8733,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x1e1350,0x5e1350,FUN_005e1350,0.8733,23.90,0x1e1310,0.7615,0
IParse_Get_New_Field,Global,0x00510f41,,,FUN_006995a0,,0x2995a0,,0.5323,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x2995a0,0x6995a0,FUN_006995a0,0.5323,23.88,0x299400,0.5193,0
maxn,Global,0x005c1351,,,FUN_00834647,,0x434647,,0.5518,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x434647,0x834647,FUN_00834647,0.5518,23.85,,,0
Say,RecycleTask,0x0045a355,,,FUN_005b6500,,0x1b6500,,0.5950,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1b6500,0x5b6500,FUN_005b6500,0.5950,23.83,,,0
FriendP,Team,0x004b1cbd,,,FUN_005e1310,,0x1e1310,,0.8727,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x1e1310,0x5e1310,FUN_005e1310,0.8727,23.80,0x1e1350,0.7615,0
Normalize_Vector,Global,0x00404b7d,,,FUN_004621a0,,0x621a0,,0.5564,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x621a0,0x4621a0,FUN_004621a0,0.5564,23.78,0x428b0,0.5538,0
Make,ShortPath::Node,0x004619aa,,,FUN_005d2970,,0x1d2970,,0.6481,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1d2970,0x5d2970,FUN_005d2970,0.6481,23.77,,,0
CleanUState2,RigProcess,0x00410695,,,FUN_007ba270,,0x3ba270,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x3ba270,0x7ba270,FUN_007ba270,1.0000,23.70,0x3c18b0,1.0000,1
SetActiveMode,Armory,0x0047ec4f,,,FUN_00472c10,,0x72c10,,0.5056,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x72c10,0x472c10,FUN_00472c10,0.5056,23.64,,,0
Init,SpawnBuoy,0x004b1104,,,FUN_005d8a20,,0x1d8a20,,0.5215,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1d8a20,0x5d8a20,FUN_005d8a20,0.5215,23.64,,,0
AddMaxPilot,Team,0x004b20bb,,,FUN_005e1240,,0x1e1240,,0.7513,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1e1240,0x5e1240,FUN_005e1240,0.7513,23.63,,,0
~UnitAttachment,UnitAttachment,0x005163e5,,,FUN_006a11d0,,0x2a11d0,,0.5817,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x2a11d0,0x6a11d0,FUN_006a11d0,0.5817,23.63,,,0
obj_clear_flag,Global,0x004ecacf,,,FUN_0062de80,,0x22de80,,0.9722,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x22de80,0x62de80,FUN_0062de80,0.9722,23.61,0x22e780,0.7317,1
getcurrenv,Global,0x005b5c09,,,FUN_0082c489,,0x42c489,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x42c489,0x82c489,FUN_0082c489,1.0000,23.61,,,1
AddBoltEmitter,LightningFeature,0x004d0a05,,,FUN_004fab60,,0xfab60,,0.9602,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0xfab60,0x4fab60,FUN_004fab60,0.9602,23.52,,,1
Set_Satellite_View,Global,0x0047b221,,,FUN_0061bc90,,0x21bc90,,0.5865,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x21bc90,0x61bc90,FUN_0061bc90,0.5865,23.50,0x21bed0,0.5865,0
Set_Edit_View,Global,0x0047b34b,,,FUN_0061bc90,,0x21bc90,,0.5865,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x21bc90,0x61bc90,FUN_0061bc90,0.5865,23.50,0x21bed0,0.5865,0
Remove_Light_Source,Global,0x004f896b,,,FUN_0068a2d0,,0x28a2d0,,0.5432,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x28a2d0,0x68a2d0,FUN_0068a2d0,0.5432,23.48,0x21a000,0.6099,0
Setup,Tran05Mission,0x004652e5,,,FUN_0054a760,,0x14a760,,0.8877,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x14a760,0x54a760,FUN_0054a760,0.8877,23.45,0x15cf50,0.8362,2
IsDone,AudioMessageMgr,0x0048040c,,,FUN_00437f30,,0x37f30,,0.5538,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x37f30,0x437f30,FUN_00437f30,0.5538,23.45,,,0
clear_events,Global,0x00478a59,,,FUN_00434600,,0x34600,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x34600,0x434600,FUN_00434600,1.0000,23.42,0x218bc0,0.6885,2
clear_events,Global,0x0056ea1c,,,FUN_00434600,,0x34600,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x34600,0x434600,FUN_00434600,1.0000,23.42,0x218bc0,0.6885,2
Goto,Global,0x0045fd6e,,,FUN_005cdfb0,,0x1cdfb0,,0.5035,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1cdfb0,0x5cdfb0,FUN_005cdfb0,0.5035,23.41,,,0
GetIn,Global,0x0045ffc4,,,FUN_005cdfb0,,0x1cdfb0,,0.5035,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1cdfb0,0x5cdfb0,FUN_005cdfb0,0.5035,23.41,,,0
TextInput_IsActive,Global,0x0058284a,,,FUN_00823ce0,,0x423ce0,,0.8201,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x423ce0,0x823ce0,FUN_00823ce0,0.8201,23.40,0x44f20,0.5495,0
Stop,CSound,0x0049060b,,,FUN_00439700,,0x39700,,0.5945,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x39700,0x439700,FUN_00439700,0.5945,23.38,,,0
BuildOrthogonalMatrix,Global,0x00417408,,,FUN_006f69d0,,0x2f69d0,,0.5628,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x2f69d0,0x6f69d0,FUN_006f69d0,0.5628,23.36,0x101550,0.5088,0
BuildDirectionalMatrix,Global,0x0041746f,,,FUN_006f69d0,,0x2f69d0,,0.5628,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x2f69d0,0x6f69d0,FUN_006f69d0,0.5628,23.36,0x101550,0.5088,0
RemovePilot,Craft,0x00488c00,,,FUN_004ada30,,0xada30,,0.5579,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0xada30,0x4ada30,FUN_004ada30,0.5579,23.36,0x1b6a90,0.5033,0
Build_Orthogonal_Matrix,Global,0x0054c9f6,,,FUN_0044b810,,0x4b810,,0.5237,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x4b810,0x44b810,FUN_0044b810,0.5237,23.34,,,0
bit_bswap,Global,0x005be821,,,FUN_0083864a,,0x43864a,,0.8096,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x43864a,0x83864a,FUN_0083864a,0.8096,23.31,,,0
ChangesState,MineLayerProcess,0x0041cfd5,,,FUN_00512190,,0x112190,,0.6037,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x112190,0x512190,FUN_00512190,0.6037,23.26,,,0
ALLIE_InputMessage,Global,0x004dc38c,,,FUN_0046cd10,,0x6cd10,,0.6601,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x6cd10,0x46cd10,FUN_0046cd10,0.6601,23.25,,,0
SetTimerDown,CockpitTimer,0x00415dcf,,,FUN_004f6a10,,0xf6a10,,1.0000,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0xf6a10,0x4f6a10,FUN_004f6a10,1.0000,23.23,0xff080,0.7662,1
IParse_Get_New_Struct,Global,0x00510e91,,,FUN_006995a0,,0x2995a0,,0.5195,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x2995a0,0x6995a0,FUN_006995a0,0.5195,23.22,0x299400,0.5068,0
PostLoad,ConstructionRig,0x004852f7,,,FUN_005afec0,,0x1afec0,,0.5208,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1afec0,0x5afec0,FUN_005afec0,0.5208,23.21,,,0
PostLoad,Producer,0x004aba11,,,FUN_005afec0,,0x1afec0,,0.5208,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1afec0,0x5afec0,FUN_005afec0,0.5208,23.21,,,0
GiveWeapon,Global,0x0045f8b7,,,FUN_005cb0d0,,0x1cb0d0,,0.6822,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1cb0d0,0x5cb0d0,FUN_005cb0d0,0.6822,23.16,0x1cb050,0.6332,0
Make,ShortPath::Neighbors,0x00461b02,,,FUN_005d2c00,,0x1d2c00,,0.5755,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1d2c00,0x5d2c00,FUN_005d2c00,0.5755,23.15,,,0
Process_XDFC_Chunk,Global,0x005263d5,,,FUN_00825da0,,0x425da0,,0.8870,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0x425da0,0x825da0,FUN_00825da0,0.8870,23.13,0x3efe70,0.7024,0
Load,AiProcess,0x00403d0c,,,FUN_004616d0,,0x616d0,,0.6584,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x616d0,0x4616d0,FUN_004616d0,0.6584,23.08,,,0
Load,Inst01Event,0x00415837,,,FUN_004616d0,,0x616d0,,0.6584,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x616d0,0x4616d0,FUN_004616d0,0.6584,23.08,,,0
Net_BroadCastMessage,Global,0x004e08c2,,,FUN_00572da0,,0x172da0,,0.7697,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x172da0,0x572da0,FUN_00572da0,0.7697,23.04,0x41e710,0.5879,0
AltCommand,ControlPanel,0x004c4907,,,FUN_004a72a0,,0xa72a0,,0.8525,,,,bsim,,,,,,,,,,,,,,bsim_only,medium,0xa72a0,0x4a72a0,FUN_004a72a0,0.8525,23.03,,,0
AI_Match_Team_Unit_Strength_Recalculate,Global,0x0050887f,,,FUN_00694950,,0x294950,,0.6558,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x294950,0x694950,FUN_00694950,0.6558,23.03,,,0
