legacy_va,legacy_name,legacy_namespace,redux_rva,redux_va,similarity,significance,rank2_rva,rank2_similarity
0x005b9aca,luaC_barrierf,Global,0x43001b,0x83001b,1.0000,29.07,,
0x00483e44,MCRebuildDamagedPurgeList,Global,0x815e0,0x4815e0,0.5949,29.06,,
0x00516d1a,Line_GetElement,Global,0x2a6120,0x6a6120,0.8002,29.05,,
0x004b1c47,FirstFilledSlot,Team,0x1e0fd0,0x5e0fd0,1.0000,28.98,0x1e0f90,0.8314
0x0050839c,AI_UnitAdd,Global,0x28fac0,0x68fac0,0.8276,28.97,0x28fe40,0.5512
0x004059d0,GetWeapon,Carrier,0x17f60,0x417f60,1.0000,28.95,,
0x004bd3c2,giddi_read_key,Global,0x34a80,0x434a80,1.0000,28.95,,
0x005b9be7,lua_sethook,Global,0x42e1d1,0x82e1d1,1.0000,28.93,,
0x004b1c2e,FirstEmptySlot,Team,0x1e0f90,0x5e0f90,1.0000,28.91,0x1e0fd0,0.8314
0x0051bcdd,Squad_Detach_Goal,Global,0x2a89e0,0x6a89e0,0.9677,28.90,0x2a8980,0.6114
0x0051478e,Execute_Task,Mapgrid_Goal,0x29e820,0x69e820,0.9922,28.88,,
0x0041b8a1,GetWeaponClass,Global,0x100060,0x500060,0.6967,28.87,0x1008e0,0.6333
0x005b8958,resetstack,Global,0x42f76f,0x82f76f,1.0000,28.85,,
0x0046920f,DoFollow,UnitProcess,0x1fbb10,0x5fbb10,0.6973,28.83,0x1fbc80,0.6359
0x004319f8,Setup,Misn11Mission,0x138fc0,0x538fc0,1.0000,28.82,0x15cf50,0.9200
0x004c483a,SelectOne,ControlPanel,0xa6cd0,0x4a6cd0,0.7178,28.75,0xa6c70,0.6269
0x00552a57,PortData,PortData,0x2995a0,0x6995a0,0.6196,28.74,0x299400,0.6046
0x004c787d,WorldLine,Global,0xb7150,0x4b7150,1.0000,28.73,0xb71f0,0.6312
0x00416868,luaL_testudata,Global,0xff320,0x4ff320,0.7360,28.72,0x42bbcf,0.7242
0x00511b98,IParse_Parse_Struct_Array,Global,0x29b4e0,0x69b4e0,0.5210,28.72,,
0x004589e0,Insert,Range,0x1b2c30,0x5b2c30,0.5786,28.70,,
0x005be605,bit_band,Global,0x438404,0x838404,0.8425,28.68,0x438458,0.6836
0x005be650,bit_bor,Global,0x438458,0x838458,0.8425,28.68,0x438404,0.6836
0x005be69b,bit_bxor,Global,0x4384ac,0x8384ac,0.8425,28.68,0x438404,0.6836
0x005bee44,auxupvalue,Global,0x4375e9,0x8375e9,0.6455,28.67,,
0x0051325c,C_Linked_List_Return_Data_By_Number,Global,0x29d590,0x69d590,0.5364,28.64,,
0x0051dd8c,ChangeIntersectionH,Global,0x384c50,0x784c50,0.6545,28.64,0x384d10,0.6545
0x0051ddeb,ChangeIntersectionV,Global,0x384c50,0x784c50,0.6545,28.64,0x384d10,0.6545
0x005c23b6,setpath,Global,0x4382b3,0x8382b3,1.0000,28.60,,
0x0045bb68,InitAttack,SAVProcess,0x1bfa90,0x5bfa90,0.5185,28.55,,
0x00459af9,Load,RecycleTask,0xe9fa0,0x4e9fa0,0.5070,28.54,0xcf350,0.5084
0x004d32d8,RectVolume,Global,0x187360,0x587360,1.0000,28.54,,
0x004847f3,MCFreeCache,Global,0x81690,0x481690,0.5728,28.51,,
0x0048bab8,_Tidy,"std::deque<BASE_STRUCT,std::allocator<BASE_STRUCT>_>",0x3a7e70,0x7a7e70,0.5451,28.51,0x2f6e70,0.5451
0x0048c376,clear,"std::deque<BASE_STRUCT,std::allocator<BASE_STRUCT>_>",0x3a7e70,0x7a7e70,0.5451,28.51,0x2f6e70,0.5451
0x005b892f,restore_stack_limit,Global,0x42f7b4,0x82f7b4,1.0000,28.51,,
0x005bfda3,str_rep,Global,0x434f76,0x834f76,0.8735,28.49,,
0x004ee051,Spinner_Simulate,Global,0x22f1c0,0x62f1c0,0.6514,28.47,,
0x004606eb,HoppedOutOf,Global,0x1cce30,0x5cce30,0.5477,28.44,0x1ccc90,0.6039
0x0045cae2,Save,ScavengerProcess,0xcdb40,0x4cdb40,0.5617,28.39,0x1b4f40,0.6173
0x0045cded,Save,ScavengerFriend,0xcdb40,0x4cdb40,0.5617,28.39,0x1b4f40,0.6173
0x0045cdfd,Save,ScavengerEnemy,0xcdb40,0x4cdb40,0.5617,28.39,0x1b4f40,0.6173
0x00475229,ReferenceFrame,Global,0x4b8d0,0x44b8d0,0.5517,28.33,,
0x0045ec6a,BuildObject,Global,0x1ce280,0x5ce280,0.8099,28.31,0x1c8380,0.6406
0x004e9d7f,ClassDelete,Global,0x22ba00,0x62ba00,0.5964,28.31,,
0x0040c6a0,Load,ArmoryProcess,0x1b4b80,0x5b4b80,0.5113,28.30,0x1b4e50,0.5113
0x005c18f5,sort,Global,0x434925,0x834925,1.0000,28.25,,
0x005b609c,lua_tointeger,Global,0x42d338,0x82d338,0.8035,28.21,0x42d3e1,0.6911
0x0047a6db,Set_View,Global,0x21d120,0x61d120,0.5252,28.19,,
0x0041b997,GetClassSig,Global,0x1001f0,0x5001f0,0.7219,28.17,0x100280,0.5792
0x004ad374,CleanupSound,SAV,0x1e4740,0x5e4740,0.9290,28.15,0xee8f0,0.5287
0x0053c6a3,CleanupSound,Torpedo,0x1e4740,0x5e4740,0.9290,28.15,0xee8f0,0.5287
0x00467263,Load,TurretTankProcess,0x1b4b80,0x5b4b80,0.6286,28.13,0x1b4e50,0.6286
0x0041bee5,SetPosition,Global,0x101710,0x501710,0.5545,28.12,,
0x00582025,Pause,Global,0x422a70,0x822a70,1.0000,28.08,,
0x004105a4,DoUState1,RigProcess,0x9ea50,0x49ea50,0.6422,28.07,,
0x004c3ef6,SetSelected,GameObject,0x9f3c0,0x49f3c0,0.7677,28.05,,
0x00459ac7,PostInit,RecycleTask,0x1b5920,0x5b5920,1.0000,28.03,,
0x004ca3a7,EditTerrain_Exit,Global,0xc8310,0x4c8310,0.9762,28.01,,
0x0045776d,CleanWait,PersonProcess,0x1a3d10,0x5a3d10,0.6318,27.96,,
0x00457b89,CleanUState1,PersonProcess,0x1a3d10,0x5a3d10,0.6318,27.96,,
0x005bd193,luaF_freeclosure,Global,0x42fa32,0x82fa32,1.0000,27.95,,
0x00444a24,Setup,Misns5Mission,0x15cf50,0x55cf50,0.9292,27.94,0x138fc0,0.8764
0x0048697c,SetWeapon,Carrier,0xa77a0,0x4a77a0,0.7171,27.94,,
0x004b2077,AddPilot,Team,0x1e11b0,0x5e11b0,0.7860,27.94,,
0x0045de4d,IsAlly,Global,0x1c9580,0x5c9580,0.7762,27.91,0x1c96a0,0.6398
0x0040160f,Manage_AI,Global,0x5bf90,0x45bf90,0.5387,27.90,,
0x005c6857,luaK_goiffalse,Global,0x43c87c,0x83c87c,0.7565,27.89,0x43c8d6,0.5138
0x0040af97,InitGrid,Global,0x6f2c0,0x46f2c0,0.6991,27.88,,
0x00516b51,Schedule_Distance_From_Squad_To_Goal,Global,0x2a4f60,0x6a4f60,0.7841,27.88,,
0x004057dc,CellType,Global,0x6ad30,0x46ad30,0.6082,27.85,0x6acc0,0.5890
0x00405869,CellRegion,Global,0x6ad30,0x46ad30,0.6082,27.85,0x6acc0,0.5890
0x0046a419,DoPackup,UnitProcess,0x1fcb40,0x5fcb40,0.6349,27.84,0x1fbb10,0.6335
0x00403e8e,Matches,EmptyMissionClass,0x61910,0x461910,0.9703,27.76,0xf6640,0.6240
0x0041627e,Matches,Inst4XMissionClass,0x61910,0x461910,0.9703,27.76,0xf6640,0.6240
0x0044c76e,Matches,MultGMissionClass,0x61910,0x461910,0.9703,27.76,0xf6640,0.6240
0x00470e96,DoAudioNew,Global,0x376c0,0x4376c0,0.7770,27.74,0x37720,0.5340
0x004f0ae5,Camera_Set_Window,Global,0x2886a0,0x6886a0,0.6704,27.73,,
0x0056e671,set_joystick,Global,0x1d4280,0x5d4280,1.0000,27.72,0x3b58f0,0.7878
0x00485dac,Craft_New,Global,0x22f430,0x62f430,0.6871,27.70,0x2a8850,0.5320
0x004ee1f9,new_vehicle,Global,0x22f430,0x62f430,0.6871,27.70,0x2a8850,0.5320
0x004697d9,Execute,UnitProcess,0x1fa6e0,0x5fa6e0,0.5043,27.69,,
0x005b606d,lua_tonumber,Global,0x42d3e1,0x82d3e1,0.7908,27.69,0x42d338,0.6972
0x005c51a1,exprstat,Global,0x43a167,0x83a167,0.8158,27.68,,
0x00417620,GetFront,Global,0x100b10,0x500b10,0.8424,27.65,0x101800,0.8424
0x0041765e,GetVelocity,Global,0x100b10,0x500b10,0.8424,27.65,0x101800,0.8424
0x004176c9,GetOmega,Global,0x100b10,0x500b10,0.8424,27.65,0x101800,0.8424
0x0041bbba,Normalize,Global,0x100b10,0x500b10,0.8424,27.65,0x101800,0.8424
0x00508e81,AI_Team_Relax_Two_Cells,Global,0x295a70,0x695a70,0.6666,27.62,,
0x004b9f60,getNonBlankLine,Global,0x21e470,0x61e470,0.5031,27.59,,
0x004ed27f,Init_Object_Database,Global,0x22d5a0,0x62d5a0,1.0000,27.57,,
0x004058ae,CellIsBuilding,Global,0x6ad30,0x46ad30,0.5784,27.56,0x6acc0,0.5601
0x005b71eb,getF,Global,0x42b77d,0x82b77d,0.6966,27.55,,
0x00406169,ImportantFriend,Global,0x9d150,0x49d150,0.5024,27.54,,
0x00419a4d,GetODFFloat,Global,0x1066a0,0x5066a0,0.6292,27.49,0x1065d0,0.5901
0x00405903,CellIsBlocked,Global,0x6ae20,0x46ae20,0.5249,27.48,0x6ad30,0.5302
0x0040801e,IsWall,Global,0x6ae20,0x46ae20,0.5249,27.48,0x6ad30,0.5302
0x005befb6,gethooktable,Global,0x437655,0x837655,1.0000,27.46,,
0x0045c9d5,Load,ScavengerProcess,0xcf350,0x4cf350,0.5026,27.41,0x1b4b80,0.5742
0x0045cde8,Load,ScavengerFriend,0xcf350,0x4cf350,0.5026,27.41,0x1b4b80,0.5742
0x0045cdf8,Load,ScavengerEnemy,0xcf350,0x4cf350,0.5026,27.41,0x1b4b80,0.5742
0x004c8fc3,DrawHorizontalGauge,Global,0xc0000,0x4c0000,0.5719,27.35,,
0x004b088a,PostLoad,ScrapSilo,0x1d3f60,0x5d3f60,0.8824,27.30,0x3d4450,0.5272
0x004d752c,DrawColorLayer,PathDisplay,0x1972d0,0x5972d0,0.5627,27.30,,
0x004608c8,HasCargo,Global,0x1cd1d0,0x5cd1d0,0.7323,27.29,0x1cb4e0,0.5404
0x005b7e64,luaO_fb2int,Global,0x42e863,0x82e863,1.0000,27.28,,
0x00412d65,InitState,GechAttack,0xe2490,0x4e2490,0.7226,27.27,0xe62f0,0.5159
0x00459e92,DoWait,RecycleTask,0x1b6ee0,0x5b6ee0,0.5879,27.27,,
0x004c2d52,Init,CockpitTimer,0x9a180,0x49a180,0.7921,27.27,0x233590,0.5011
0x005b9c91,getluaproto,Global,0x42dc5a,0x82dc5a,1.0000,27.25,0x42dad3,0.6404
0x0047ecd6,GetCommand,Armory,0x72cf0,0x472cf0,0.6758,27.24,,
0x005b9f0e,luaG_checkopenop,Global,0x42de36,0x82de36,1.0000,27.22,,
0x005bc602,luaH_free,Global,0x430d93,0x830d93,0.9883,27.22,,
0x0046f873,TriggerSpecial,Carrier,0x208aa0,0x608aa0,0.7700,27.21,,
0x004c4549,SelectAdd,ControlPanel,0xa6c70,0x4a6c70,0.7636,27.21,0xa6cd0,0.6100
0x0052788e,decrypt_buffer,Global,0x426bf0,0x826bf0,1.0000,27.14,0x2b3480,0.5110
0x005278ae,encrypt_buffer,Global,0x426bf0,0x826bf0,1.0000,27.14,0x2b3480,0.5110
0x0045f87b,GiveWeapon,Global,0x1cb050,0x5cb050,0.7153,27.07,0x1cb0d0,0.6382
0x004e2ee7,AddUnsignedToBitfield,Global,0x225370,0x625370,0.9661,27.07,,
0x004ed34c,Find_Inter_Object_Info,Global,0x22d8d0,0x62d8d0,0.6099,27.05,,
0x00547573,DEBUG_printf,Global,0x3d6370,0x7d6370,0.6050,27.05,,
0x004f97a1,Graphic_Rect_Filled,Global,0x28afb0,0x68afb0,0.6478,27.04,,
0x005bd23b,luaZ_lookahead,Global,0x42ec83,0x82ec83,0.7904,27.02,,
0x005c3a1a,leaveblock,Global,0x43a945,0x83a945,0.7833,27.02,,
0x0047a55f,Push_Camera,Global,0x21a000,0x61a000,0.7936,27.01,0x21a080,0.5368
0x004e72fd,AddEntCallback,Global,0x22a070,0x62a070,0.9140,26.95,,
0x005c5002,localfunc,Global,0x43a9d0,0x83a9d0,0.6330,26.94,0x43b0a4,0.5381
0x00478792,OpenConsoleBuffer,Global,0x3d6020,0x7d6020,0.9322,26.88,,
0x0045a39e,DoGotoRecycler,RecycleTask,0x1b6cb0,0x5b6cb0,0.6743,26.85,0x205780,0.5664
0x004c78ec,WorldCircle,Global,0xb71f0,0x4b71f0,0.8361,26.84,0xb7150,0.7306
0x0040bc41,DoAttack,APCProcess,0x1fbc80,0x5fbc80,0.6963,26.75,0x71800,0.6963
0x0046925e,DoDefend,UnitProcess,0x1fbc80,0x5fbc80,0.6963,26.75,0x71800,0.6963
0x004692d2,DoRescue,UnitProcess,0x1fbc80,0x5fbc80,0.6963,26.75,0x71800,0.6963
0x004ec793,release_obj,Global,0x22d310,0x62d310,0.9688,26.71,,
0x005c512e,funcstat,Global,0x43a68b,0x83a68b,0.7114,26.71,,
0x0048114b,FreeSound,Global,0x3bbf0,0x43bbf0,0.8714,26.70,,
0x004618c4,ClearScrapAround,Global,0x1cabd0,0x5cabd0,0.6677,26.68,0x1c9b10,0.6677
0x005c3948,singlevar,Global,0x43b36f,0x83b36f,1.0000,26.62,,
0x005b6de0,luaL_getmetafield,Global,0x42bd41,0x82bd41,0.8153,26.58,,
0x004dd92f,Net_KillPlayer,Global,0x172ad0,0x572ad0,0.7644,26.57,,
0x00470653,ShouldAttack,WingmanProcess,0x213b70,0x613b70,0.5461,26.54,,
0x0045f741,GetNearestEnemy,Global,0x1ca400,0x5ca400,0.7395,26.50,0x1ca150,0.7395
0x0054c108,Build_Axis_Rotation_Matrix,Global,0x41f490,0x81f490,0.6753,26.45,,
0x004eca74,clear_flags_in_subtree,Global,0x22dde0,0x62dde0,0.9739,26.44,0x22e710,0.7660
0x005b7e7c,luaO_log2,Global,0x42e8a8,0x82e8a8,1.0000,26.44,,
0x0045e5b1,SetName,GameObject,0x2995a0,0x6995a0,0.5935,26.42,0x299400,0.5790
0x0045eba9,GetPosition,Global,0x1c8190,0x5c8190,0.6826,26.40,,
0x0045f77e,GetNearestEnemy,Global,0x1c9d10,0x5c9d10,0.6282,26.39,0x1c9b10,0.6282
0x00460f45,GetNearestObject,Global,0x1c9d10,0x5c9d10,0.6282,26.39,0x1c9b10,0.6282
0x004610b9,GetNearestVehicle,Global,0x1c9d10,0x5c9d10,0.6282,26.39,0x1c9b10,0.6282
0x0046122d,GetNearestBuilding,Global,0x1c9d10,0x5c9d10,0.6282,26.39,0x1c9b10,0.6282
0x0054c2ed,Long_Vector_Transform,Global,0x4202b0,0x8202b0,0.5426,26.37,0x40300,0.6161
0x005bd669,luaM_realloc_,Global,0x438869,0x838869,0.7778,26.37,,
0x00525827,Process_SDFC_Chunk,Global,0x425da0,0x825da0,0.9365,26.32,0x2f69d0,0.5966
0x00526c60,Process_COLP_Chunk,Global,0x425da0,0x825da0,0.9365,26.32,0x2f69d0,0.5966
0x004ed042,get_obj_bounding_box,Global,0x22e650,0x62e650,0.6721,26.25,0x4b8d0,0.5603
0x00475160,Euler_SetMass,Global,0x44a80,0x444a80,0.8221,26.22,,
0x0051333a,C_Linked_List_Return_Cell_By_Number,Global,0x29d590,0x69d590,0.5185,26.22,,
0x005bd388,DumpString,Global,0x4319de,0x8319de,0.9301,26.21,,
0x0050ac99,AIBuild_ConstructionNew,Global,0x290630,0x690630,0.6771,26.18,0x2906b0,0.6365
0x00461a4d,HeightChange,ShortPath::Neighbors,0x1d2ab0,0x5d2ab0,0.9008,26.05,,
0x0054be47,Build_Position_Rotation_Matrix,Global,0x41ee70,0x81ee70,0.5170,26.05,,
0x005c01f7,singlematch,Global,0x43619b,0x83619b,0.6527,26.04,,
0x004daf99,Init,StatusDisplay,0x1dbd70,0x5dbd70,0.5892,25.97,0x9a180,0.5268
0x0050c8c2,AIBuild_BuildListRebuild,Global,0x290e80,0x690e80,0.5735,25.97,,
0x005b7c3e,luaE_newthread,Global,0x42d69e,0x82d69e,0.7027,25.96,,
0x00413ffb,InitState,GotoTask,0xe6220,0x4e6220,0.5383,25.94,0xe2490,0.5315
0x005b9446,propagateall,Global,0x43032f,0x83032f,1.0000,25.91,,
0x004b3e61,GetRank,TurretCraft,0x1f1cc0,0x5f1cc0,0.5094,25.87,,
0x0051bf15,Squad_Matching_Delete,Global,0x2a88c0,0x6a88c0,0.9681,25.85,,
0x0047ef93,LaunchItem,Armory,0x73210,0x473210,0.6298,25.79,,
0x0046f786,Load,UserProcess,0x208e40,0x608e40,0.5195,25.78,,
0x005c3695,new_localvar,Global,0x43abae,0x83abae,0.7273,25.78,,
0x0051b241,Match_Resources,Scheduler,0x2a7900,0x6a7900,0.5916,25.76,0x2a70b0,0.5155
0x005c673d,luaK_self,Global,0x43cd68,0x83cd68,1.0000,25.75,,
0x005c2b44,ipairsaux,Global,0x43432e,0x83432e,1.0000,25.69,,
0x0050ec07,Compute_Matching_Value,Escort_Goal,0x2975e0,0x6975e0,0.5038,25.68,,
0x005167ba,Save,FindSendPoints,0x1b4f40,0x5b4f40,0.5386,25.66,0x5c2a0,0.5515
0x005c5d1c,freereg,Global,0x43c3cb,0x83c3cb,1.0000,25.66,,
0x005b7792,luaL_checkinteger,Global,0x42ba1c,0x82ba1c,1.0000,25.65,0x42ba89,0.5855
0x0041911c,PackHandle,Global,0x105410,0x505410,0.6534,25.64,,
0x004810cd,VolumeBump,Global,0x3b4a0,0x43b4a0,0.7545,25.64,,
0x004d31cf,GetCameraMatrix,OverView,0x188a40,0x588a40,0.5336,25.63,,
0x005b7be5,close_state,Global,0x42d56c,0x82d56c,0.7377,25.62,,
0x0050cebc,AIBuild_TeamInit,Global,0x292fe0,0x692fe0,0.5562,25.58,,
0x005c4810,block_follow,Global,0x439963,0x839963,1.0000,25.55,0x43c95a,0.5173
0x004a3374,Get,ParameterDB,0x189a10,0x589a10,0.6112,25.53,,
0x00419910,GetODFBool,Global,0x1064d0,0x5064d0,0.5280,25.47,,
0x0044c929,SetTransform,GameObject,0x16d6a0,0x56d6a0,0.8851,25.45,0x2b3480,0.5844
0x00485425,GetConstructionMatrix,ConstructionRig,0x27a800,0x67a800,1.0000,25.42,0x3efe70,0.9284
0x004ecd45,obj_find_class,Global,0x22e250,0x62e250,0.6930,25.42,0xd9ca0,0.5300
0x0056d834,Set_Camera_to_Target,Global,0x421c50,0x821c50,0.5606,25.29,,
0x005c5b5b,getjumpcontrol,Global,0x43c410,0x83c410,0.7666,25.29,,
0x0046007d,Dropoff,Global,0x1cc2e0,0x5cc2e0,0.5866,25.24,,
0x005c1bce,ll_loadlib,Global,0x43784f,0x83784f,0.7021,25.22,,
0x004199be,GetODFInt,Global,0x1065d0,0x5065d0,0.6375,25.14,0x1066a0,0.5995
0x00516b08,Squad_Send_Rapid_Base_Defense,Global,0x2a4ed0,0x6a4ed0,0.6031,25.11,,
0x00548411,in_assign,Global,0xce120,0x4ce120,1.0000,25.11,,
0x005b6d60,luaL_newmetatable,Global,0x42c058,0x82c058,1.0000,25.11,,
0x0044e3a0,WorldLine,Global,0x18bce0,0x58bce0,1.0000,25.09,0x18bd70,1.0000
0x0044e40a,WorldRect,Global,0x18bce0,0x58bce0,1.0000,25.09,0x18bd70,1.0000
0x0044e474,WorldRectOutline,Global,0x18bce0,0x58bce0,1.0000,25.09,0x18bd70,1.0000
0x005c7650,_allshr,Global,0x4445a0,0x8445a0,0.6593,25.02,0x444490,0.5143
0x0046189d,ClearScrapAround,Global,0x1cab80,0x5cab80,1.0000,24.99,0x1c9ec0,0.7009
0x0052513d,find_obj_damage,Global,0x424710,0x824710,0.5086,24.97,,
0x004ae7c8,Explode,Scavenger,0x1c2af0,0x5c2af0,0.5067,24.92,,
0x0044f140,UpdateSlab,Global,0x191470,0x591470,0.5338,24.87,,
0x005c5ada,isnumeral,Global,0x43c468,0x83c468,1.0000,24.87,0x373bd0,0.5254
0x004eca3e,set_flags_in_subtree,Global,0x22dd80,0x62dd80,0.9720,24.80,0x22e710,0.7936
0x00468a7e,Save,UnitProcess,0xcdb40,0x4cdb40,0.5133,24.77,0x1aff90,0.5059
0x004c3dfa,Load,ControlPanel,0xa73a0,0x4a73a0,0.8781,24.76,0x78040,0.6072
0x005ba417,kname,Global,0x42ddb5,0x82ddb5,0.7917,24.75,,
0x004e3ffe,"_Push_heap<ScorePlayer_*_*,int,ScorePlayer_*,king_comp>",std,0x229bf0,0x629bf0,0.5707,24.73,0xd8e40,0.5707
0x005baa25,luaV_tonumber,Global,0x43332e,0x83332e,0.7225,24.72,,
0x0047e875,SetHardpoint,Carrier,0x72420,0x472420,1.0000,24.69,,
0x005bd007,luaF_freeupval,Global,0x42fae9,0x82fae9,1.0000,24.64,,
0x004d886a,PreLoad,Reticle,0x1ba190,0x5ba190,1.0000,24.62,0x9c390,0.7430
0x004d9c4c,Init,ScrapGauge,0x1ba190,0x5ba190,1.0000,24.62,0x9c390,0.7430
0x005c46ac,getbinopr,Global,0x43a71a,0x83a71a,0.7311,24.61,,
0x004690fc,DoPatrol,UnitProcess,0x1fb840,0x5fb840,0.5406,24.57,0x213d70,0.5406
0x00470287,DoUState1,WingmanProcess,0x1fb840,0x5fb840,0.5406,24.57,0x213d70,0.5406
0x004ec681,remove_tree,Global,0x22d150,0x62d150,0.5975,24.56,,
0x005b9bc2,currentline,Global,0x42da9d,0x82da9d,0.7382,24.56,,
0x005b7e9e,luaO_rawequalObj,Global,0x42eafa,0x82eafa,0.6641,24.53,,
0x005b6c0d,lua_getupvalue,Global,0x42c907,0x82c907,0.6829,24.47,,
0x0041b9f1,GetClassLabel,Global,0x100280,0x500280,0.7427,24.43,0x1002e0,0.7427
0x0041ba25,GetClassId,Global,0x100280,0x500280,0.7427,24.43,0x1002e0,0.7427
0x004e2eaf,AddSignedToBitfield,Global,0x225310,0x625310,0.8045,24.38,,
0x0054f38b,HandlePauseKeyInput,Global,0x4210b0,0x8210b0,1.0000,24.37,,
0x004ee1bd,init_vehicle,Global,0x22f5c0,0x62f5c0,1.0000,24.35,0x1757d0,0.5027
0x005c7028,__SEH_prolog4,Global,0x43f67a,0x83f67a,0.8930,24.35,0x43f170,0.8930
0x005bc672,luaH_getnum,Global,0x430ecf,0x830ecf,0.5344,24.31,,
0x0045fc27,SetCommand,Global,0x1cb790,0x5cb790,0.7658,24.28,0x1cc5f0,0.6169
0x004950ac,FindHardpoint,Global,0xd9ca0,0x4d9ca0,0.6183,24.28,,
0x004aa4b1,FindHardpoint,Global,0xd9ca0,0x4d9ca0,0.6183,24.28,,
0x00483986,MCGetItemSize,Global,0x81a80,0x481a80,0.6262,24.25,,
0x004672d4,PostLoad,TurretTankProcess,0x1f6d90,0x5f6d90,0.7752,24.16,0x1f6b50,0.7228
0x004c3c22,InsideRect,Global,0x9f100,0x49f100,0.7690,24.15,,
0x0054d98f,IsWithinRect,Global,0x9f100,0x49f100,0.7690,24.15,,
0x005bb005,luaV_lessthan,Global,0x431eb4,0x831eb4,0.5326,24.12,0x4331b4,0.5180
0x004f8a37,Rotate_Sunlight,Global,0x28a150,0x68a150,0.5383,24.11,,
0x005b7044,luaL_addstring,Global,0x42b858,0x82b858,1.0000,24.10,0x307f0,0.7602
0x0045dd9c,Ally,Global,0x1c9470,0x5c9470,0.8595,24.07,0x1c94d0,0.8595
0x0045dddf,UnAlly,Global,0x1c9470,0x5c9470,0.8595,24.07,0x1c94d0,0.8595
0x00512634,IParse_Trash_Field_Definitions,Global,0x29c420,0x69c420,0.9790,24.04,0x29c3c0,0.7174
0x0050ebe0,Compute_Needed_Troop_Flow,Escort_Goal,0x297580,0x697580,0.8062,23.98,0x284c10,0.5699
0x00404873,IsMine,Global,0x631d0,0x4631d0,0.6284,23.94,,
0x0047174e,StartCB,Global,0x3d460,0x43d460,0.6510,23.91,,
0x004b1cde,EnemyP,Team,0x1e1350,0x5e1350,0.8733,23.90,0x1e1310,0.7615
0x00510f41,IParse_Get_New_Field,Global,0x2995a0,0x6995a0,0.5323,23.88,0x299400,0.5193
0x005c1351,maxn,Global,0x434647,0x834647,0.5518,23.85,,
0x0045a355,Say,RecycleTask,0x1b6500,0x5b6500,0.5950,23.83,,
0x004b1cbd,FriendP,Team,0x1e1310,0x5e1310,0.8727,23.80,0x1e1350,0.7615
0x00404b7d,Normalize_Vector,Global,0x621a0,0x4621a0,0.5564,23.78,0x428b0,0.5538
0x004619aa,Make,ShortPath::Node,0x1d2970,0x5d2970,0.6481,23.77,,
0x00410695,CleanUState2,RigProcess,0x3ba270,0x7ba270,1.0000,23.70,0x3c18b0,1.0000
0x0047ec4f,SetActiveMode,Armory,0x72c10,0x472c10,0.5056,23.64,,
0x004b1104,Init,SpawnBuoy,0x1d8a20,0x5d8a20,0.5215,23.64,,
0x004b20bb,AddMaxPilot,Team,0x1e1240,0x5e1240,0.7513,23.63,,
0x005163e5,~UnitAttachment,UnitAttachment,0x2a11d0,0x6a11d0,0.5817,23.63,,
0x004ecacf,obj_clear_flag,Global,0x22de80,0x62de80,0.9722,23.61,0x22e780,0.7317
0x005b5c09,getcurrenv,Global,0x42c489,0x82c489,1.0000,23.61,,
0x004d0a05,AddBoltEmitter,LightningFeature,0xfab60,0x4fab60,0.9602,23.52,,
0x0047b221,Set_Satellite_View,Global,0x21bc90,0x61bc90,0.5865,23.50,0x21bed0,0.5865
0x0047b34b,Set_Edit_View,Global,0x21bc90,0x61bc90,0.5865,23.50,0x21bed0,0.5865
0x004f896b,Remove_Light_Source,Global,0x28a2d0,0x68a2d0,0.5432,23.48,0x21a000,0.6099
0x004652e5,Setup,Tran05Mission,0x14a760,0x54a760,0.8877,23.45,0x15cf50,0.8362
0x0048040c,IsDone,AudioMessageMgr,0x37f30,0x437f30,0.5538,23.45,,
0x00478a59,clear_events,Global,0x34600,0x434600,1.0000,23.42,0x218bc0,0.6885
0x0056ea1c,clear_events,Global,0x34600,0x434600,1.0000,23.42,0x218bc0,0.6885
0x0045fd6e,Goto,Global,0x1cdfb0,0x5cdfb0,0.5035,23.41,,
0x0045ffc4,GetIn,Global,0x1cdfb0,0x5cdfb0,0.5035,23.41,,
0x0058284a,TextInput_IsActive,Global,0x423ce0,0x823ce0,0.8201,23.40,0x44f20,0.5495
0x0049060b,Stop,CSound,0x39700,0x439700,0.5945,23.38,,
0x00417408,BuildOrthogonalMatrix,Global,0x2f69d0,0x6f69d0,0.5628,23.36,0x101550,0.5088
0x0041746f,BuildDirectionalMatrix,Global,0x2f69d0,0x6f69d0,0.5628,23.36,0x101550,0.5088
0x00488c00,RemovePilot,Craft,0xada30,0x4ada30,0.5579,23.36,0x1b6a90,0.5033
0x0054c9f6,Build_Orthogonal_Matrix,Global,0x4b810,0x44b810,0.5237,23.34,,
0x005be821,bit_bswap,Global,0x43864a,0x83864a,0.8096,23.31,,
0x0041cfd5,ChangesState,MineLayerProcess,0x112190,0x512190,0.6037,23.26,,
0x004dc38c,ALLIE_InputMessage,Global,0x6cd10,0x46cd10,0.6601,23.25,,
0x00415dcf,SetTimerDown,CockpitTimer,0xf6a10,0x4f6a10,1.0000,23.23,0xff080,0.7662
0x00510e91,IParse_Get_New_Struct,Global,0x2995a0,0x6995a0,0.5195,23.22,0x299400,0.5068
0x004852f7,PostLoad,ConstructionRig,0x1afec0,0x5afec0,0.5208,23.21,,
